id,predictions
0,0.0
1,0.0
2,0.0
3,63.64102096336622
4,254.24929784540868
5,826.1187662963756
6,2110.084819447727
7,2790.2831329565183
8,2980.174331290985
9,2333.203774409951
10,2299.405455934207
11,2714.193273467598
12,2281.241995808868
13,2046.5758679176104
14,2125.201656025561
15,1698.6751681744302
16,1355.4340015684045
17,648.5148188604722
18,275.54567303428723
19,26.206360510442437
20,0.1220783040391393
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,192.1282479567327
28,733.234082924577
29,1350.0332821866457
30,1994.50868929882
31,2669.1270419897432
32,3687.551187389141
33,4019.0501010554417
34,4193.699305524429
35,3969.685575866185
36,3722.5269036214463
37,3536.633493248816
38,3029.0730862308405
39,2641.09226549901
40,1527.9890439535247
41,703.184382876833
42,403.2911457814701
43,118.71210028526832
44,18.880942548137565
45,1.2786685073726065
46,0.0
47,0.0
48,0.5494148749694445
49,0.9727776081884264
50,46.79422901703414
51,337.2674060776887
52,790.985309138221
53,1364.7567177224196
54,2484.960471767264
55,3395.2888454208705
56,3974.40422241586
57,4634.642844336183
58,4648.696793079298
59,4452.302157367238
60,4432.750616536763
61,4137.9783039442445
62,2911.177051429824
63,2180.968355207813
64,1197.2139867187614
65,710.0027092119709
66,442.0033913862277
67,143.0322354216162
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,12.460675286684262
75,112.05118111507542
76,456.4927917406253
77,944.8923714053104
78,2505.1721993252454
79,3542.500327149212
80,3336.090786326712
81,3036.2804564990297
82,3123.1386947042097
83,3399.232484750916
84,3210.780236894368
85,2958.7427063859623
86,3021.839188529278
87,2786.908144655029
88,1775.9631910629398
89,660.6418014887992
90,362.0931009336617
91,119.06460337904808
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,23.18942335590579
99,293.4775378256567
100,585.1552877646957
101,1381.0840853565524
102,2798.306372521165
103,3164.7385164155858
104,4412.405053033782
105,4416.661118717406
106,4872.136140303008
107,4737.823755723189
108,4548.835019599325
109,4074.355111859461
110,3459.7447279675825
111,3133.0800327287216
112,1917.339342965576
113,996.8673132671504
114,434.1773661880829
115,211.51319732857547
116,7.859386073379301
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,74.19330756880098
123,177.23120854100756
124,463.6004047368636
125,1606.0358888778849
126,2792.067594406195
127,3804.360542286158
128,4381.990684453696
129,3643.770789166367
130,3875.255416664109
131,2862.844725053251
132,2691.39459669856
133,3128.030679145355
134,3214.674460771737
135,2142.064380539592
136,1385.2203083378877
137,736.9531355681967
138,485.5266958718631
139,235.7224685892744
140,32.94210571746695
141,2.13352454793276
142,0.0
143,1.1957612184428037
144,0.0
145,0.0
146,82.91152055991505
147,194.2295513902672
148,558.6839376730131
149,1660.642325533091
150,2493.880016142755
151,3485.2366577275047
152,3896.734287689522
153,4150.492583889655
154,4104.500485999415
155,4320.60677084986
156,3599.9334222854195
157,3380.33738781734
158,3237.716259694236
159,2441.896795026979
160,1921.154492786168
161,922.0634756796196
162,468.2532361654775
163,201.4123326601837
164,9.379972917807253
165,5.305990153972699
166,0.0
167,0.0
168,0.0
169,2.3905219192504856
170,24.465653624647132
171,110.22561095115702
172,143.63059220284592
173,193.5856963828951
174,270.2501314496748
175,463.86471847240944
176,560.8787629952222
177,754.6658675735691
178,742.5461858328015
179,1208.908427299485
180,1927.5217552758063
181,2388.7321331124617
182,1910.844029353106
183,1766.6469120592978
184,1156.6919830906595
185,573.0841968596725
186,344.4420523832693
187,126.62672300584762
188,6.5205079494971
189,0.0
190,0.0
191,0.0
192,5.105139527100979
193,3.7977977079167258
194,61.90103766270367
195,172.41026192692237
196,349.67887703395206
197,947.037448291976
198,1509.0094551708576
199,2214.22168788413
200,2086.0577808760177
201,2279.470640586618
202,2494.562741037916
203,2278.99737741196
204,2703.1595806553523
205,2594.554946225352
206,2001.4734663267768
207,1629.2780049463151
208,635.5443633120605
209,387.0392201140126
210,185.0244265271968
211,46.47167134005652
212,7.870599685417806
213,3.3231325495457003
214,4.359042161230098
215,0.0
216,0.0
217,3.21051281055621
218,15.829574712444105
219,108.30602945496948
220,206.462020117321
221,261.7021692667076
222,722.2631429112009
223,1167.3209133485925
224,2256.840698927288
225,2236.370298170676
226,1614.0181597409105
227,1683.1210320701705
228,1394.766505628788
229,1184.351490474654
230,796.6053719940379
231,649.8374891538733
232,583.3151574416953
233,371.7215028031084
234,247.3557670228089
235,76.11826773843892
236,11.355965087334136
237,2.407138346598822
238,0.2840504358496849
239,0.9910152554262456
240,1.2394618778713862
241,1.4795644374938628
242,27.5033645370063
243,134.18217673245405
244,287.0907479887703
245,1078.7630805295605
246,1620.5862383178778
247,2063.0011756726312
248,2175.6177207390306
249,1641.5923802289767
250,1644.3609299652037
251,1733.8070268487763
252,2453.91996095735
253,2352.2489543733027
254,2160.323026162204
255,1816.992059528975
256,1271.512993332745
257,821.4398434933846
258,505.67285030590034
259,190.2059368240042
260,67.05723672743454
261,2.0337427069309557
262,0.0476650201344877
263,0.0
264,2.158354722346512
265,0.0
266,58.48994624991281
267,119.2821178590378
268,440.28745331133126
269,844.5080232487984
270,1081.4324068998842
271,839.0532714008157
272,1522.7823315344851
273,1520.7139358778277
274,1545.3737849150637
275,1403.907165796283
276,1393.371101365141
277,996.7542536292808
278,903.305030728086
279,770.9797087848362
280,575.6293289565252
281,232.251713065712
282,172.60490783947648
283,70.89783479371519
284,15.6296176192602
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,81.31424188174815
291,164.14764937982028
292,405.48711887356353
293,995.2034605350864
294,1523.3784855316196
295,1948.8880304645384
296,1240.8022837745873
297,2089.587914406681
298,2495.10530568548
299,2225.1953185839966
300,1644.6557338679615
301,1547.0669001324825
302,1630.4250373763266
303,1595.7692122815415
304,1111.9195299052608
305,783.2726659560501
306,375.87758142898974
307,211.35282367994685
308,35.514479862138344
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,49.95275022682292
315,233.08018914806644
316,359.9159667019582
317,817.9754588946377
318,1337.6127893842618
319,1867.0054109961616
320,2432.6009944288026
321,2720.5928822606347
322,2614.8602656093976
323,2901.11809367045
324,2148.400701017952
325,1544.9957635148878
326,1117.9549790353508
327,644.1868487136646
328,784.8507819992427
329,442.9102161848653
330,199.74400467930204
331,84.69309860023046
332,44.266722610724926
333,1.2046206732364522
334,0.0
335,0.0
336,0.0
337,1.142408969200848
338,27.954934908401157
339,91.94168000410149
340,276.23216731868945
341,562.3713675786523
342,873.7809207171655
343,916.050451090987
344,1358.091964408009
345,1848.824282774296
346,1322.8008081515893
347,1733.5046097113768
348,1512.137302791539
349,1446.3217227832429
350,1286.0266417146634
351,1286.4475584450968
352,745.485821258318
353,528.2910470503264
354,224.9908538584208
355,122.4125905841243
356,33.69321780328585
