id,prediction
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,7.691280169042951
10,5.724767705829905
11,29.234133260870266
12,75.74952805582429
13,51.11446397513798
14,353.9160112275583
15,591.531784204041
16,59.30696699455413
17,93.53484320748836
18,251.7805828152973
19,120.88946582990437
20,1265.9606875407717
21,2468.494458579964
22,450.8028052224311
23,404.06849095924633
24,367.1583615312322
25,428.8917203914818
26,2589.4804958984078
27,2878.809124904886
28,390.08056134407445
29,354.4054805242819
30,331.9204104553093
31,381.57212722592976
32,2660.278385341389
33,497.0903357317928
34,2862.451100879885
35,468.1904161264856
36,2660.989436525608
37,497.340696748453
38,433.5361944300646
39,2771.680168174812
40,488.62689215832086
41,466.67212144738784
42,267.90907349966966
43,2343.076338015886
44,419.2711194658108
45,252.8018422024438
46,1113.8675186294497
47,303.0604637285863
48,162.40662094565116
49,157.19998369838513
50,1063.4060169448758
51,74.55486157024033
52,436.6522483370044
53,80.89031356477687
54,49.4936126602432
55,179.40393542428723
56,56.66055772691455
57,35.733065708817136
58,21.824988958405267
59,5.074044488340489
60,0.0
61,0.0
62,6.3008901538959385
63,7.184104205620997
64,0.0
65,0.0
66,0.0
67,0.0
68,7.816989308651406
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,13.787321682856136
82,32.28768960119285
83,87.58560135411443
84,75.18393484340332
85,435.95789472253983
86,48.7574167905361
87,976.3018942001908
88,162.3733098414545
89,103.52082620143464
90,1862.3677808519517
91,180.85753827715047
92,241.53471508844257
93,2435.445957961569
94,480.2399550374493
95,394.435640923803
96,2427.891882596139
97,398.1021930722585
98,373.09308195710935
99,443.55126389817286
100,502.0361793624306
101,3214.3556556002877
102,3101.874433764923
103,650.6787632667089
104,591.6553220238528
105,740.760509561244
106,3370.314700699916
107,735.869851811621
108,754.8756361897258
109,3861.221884632173
110,770.3497013687788
111,613.8645437450181
112,3092.273530300849
113,625.5830488644928
114,435.3391289047591
115,460.3808015028201
116,2046.8154905751676
117,1668.3252177559184
118,368.8796856812514
119,368.85385247421175
120,236.555213035379
121,259.262327066861
122,1421.8684175605626
123,789.4116503277121
124,171.5132536260712
125,167.7765907935198
126,62.73339054895838
127,63.66057923409055
128,249.8506632012169
129,34.40660801130346
130,0.0
131,85.49292310135142
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.1201746853251801
149,0.0
150,0.0
151,6.25822934090526
152,12.656154653542838
153,82.82281047312526
154,12.2076887629098
155,8.848040951405187
156,40.79335435091339
157,426.3535632945756
158,74.5155775164877
159,126.101720805486
160,870.2966911593169
161,69.04656739484221
162,221.1884512515122
163,972.581643154168
164,292.8270103298853
165,451.9410522254634
166,2593.897411927353
167,417.8187351060107
168,2522.602321404241
169,473.6182076037931
170,497.9958384202053
171,756.8032061306046
172,3024.2566906400093
173,803.0807900748741
174,828.5822765462595
175,5025.904917012049
176,907.595279141942
177,827.0720161858089
178,828.6599925949707
179,4351.036454029322
180,781.8994271854051
181,757.9184661479653
182,3668.3902521201057
183,657.0545896520522
184,3122.641740507705
185,691.6930827871423
186,1584.9795829614177
187,469.4858350261762
188,441.12052519541305
189,271.6091760904851
190,226.6974868725716
191,1912.4936247144176
192,699.0351118649559
193,160.39693665643463
194,151.30221853323195
195,51.3947345247762
196,64.06378830769157
197,545.1734759492377
198,355.8656534845531
199,76.1241767196761
200,78.50641487271722
201,18.6712300931443
202,12.417660526244052
203,92.34033089158793
204,0.0
205,0.0
206,0.0
207,0.0
208,1.9326311970550536
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,3.42916865491312
222,0.0723330355500309
223,0.321927086324596
224,1.0023294695753346
225,0.4838629680638195
226,1.0203161627214428
227,65.27393545434414
228,39.15796709974768
229,299.4798552896059
230,52.28584248916965
231,130.04013602053425
232,760.126544798378
233,174.43446063459535
234,345.05694405708886
235,1344.000307445349
236,315.02154527894936
237,476.9275725428128
238,2454.0163967383883
239,489.3438734836511
240,597.5482062105077
241,516.1773844061803
242,3317.9470050552204
243,797.7097657560217
244,734.3833604798252
245,3465.0823570841785
246,541.2704085174765
247,479.3008855770042
248,3851.122063714037
249,3488.57134163114
250,554.7048186333445
251,522.3106408733955
252,546.0486244985347
253,584.7000346974472
254,3449.13586561704
255,2722.3180821991787
256,617.5062363397994
257,549.5820812169095
258,409.9624287938671
259,499.8238563530445
260,2734.925981131599
261,386.30184714026575
262,2145.545423753917
263,314.6661055755045
264,1583.5997995193763
265,333.59773589358576
266,316.32594489912606
267,870.4315497918946
268,146.28213359367317
269,138.14414679796045
270,44.639062507994325
271,49.73687164566924
272,262.1333421871512
273,71.82813844483005
274,12.920937913108803
275,12.802523204425846
276,0.0
277,0.5121076993969318
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,21.758793803406828
295,0.0
296,5.903742012255531
297,21.32630406217676
298,17.855740585246394
299,135.96029002700345
300,463.90075104787337
301,83.79491638757575
302,104.9111658150116
303,172.9959536019393
304,220.57877106123792
305,1034.307107766998
306,412.46994934092027
307,425.231843799265
308,1620.3421698351017
309,488.93178102118185
310,453.4721989399121
311,2414.427925189056
312,3592.861548144191
313,728.3135169246035
314,750.616886720755
315,4431.189231665411
316,742.5238448009774
317,725.4967966717022
318,5008.921762567854
319,811.1788982426973
320,968.8233644312918
321,808.0703911849878
322,792.4126484506273
323,4434.860799218016
324,4094.2332654810302
325,907.8769645301136
326,910.258162656996
327,686.2121887612677
328,697.8344821541242
329,4269.411448924455
330,3322.7636376940136
331,572.8845692457155
332,529.2102090289659
333,436.6967344003408
334,2756.5647931656936
335,420.70462056620687
336,317.4194854168782
337,1933.6598661700612
338,296.69397735735106
339,214.1928375908208
340,1025.8962241838838
341,188.2927755656204
342,85.24248160801636
343,372.0731808582253
344,77.18552491367197
345,16.632546848519954
346,142.7535651401807
347,24.305917908734347
348,4.941426770722751
349,0.0
350,20.97599997744015
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,1.9960514531183176
359,0.0
360,0.0
361,0.0
362,0.0
363,1.8868182193152467
364,0.0
365,0.0
366,2.439813447759596
367,0.0
368,17.27638760562478
369,144.44921051282918
370,31.74521338478934
371,29.806628862611337
372,116.79226750675124
373,72.22539902542661
374,599.3572861647107
375,1149.8155200291774
376,281.3128882474992
377,211.1359593566629
378,1869.75844535519
