id,prediction
0,4.785908
1,5.8951316
2,0.2687
3,-0.32031983
4,7.0999293
5,8.209153
6,5.8951316
7,-2.3084767
8,4.785908
9,19.500574
10,8.173123
11,29.220377
12,81.24751
13,55.425026
14,366.6731
15,1065.8938
16,119.368614
17,187.63995
18,272.48715
19,214.52588
20,1671.9559
21,2464.889
22,225.77634
23,221.26088
24,428.12305
25,451.1932
26,2797.7502
27,2820.6704
28,376.1973
29,541.8986
30,464.63864
31,627.2578
32,3120.532
33,704.9165
34,2925.1636
35,550.2305
36,2894.7358
37,711.7042
38,591.3262
39,2703.9204
40,528.54724
41,548.84143
42,443.56436
43,2417.4795
44,452.12387
45,306.86002
46,1787.0507
47,357.3301
48,183.08081
49,306.25845
50,1110.0813
51,176.31395
52,672.562
53,156.47746
54,70.89196
55,349.30368
56,81.346275
57,4.1947107
58,70.62849
59,7.3225713
60,0.48688933
61,6.881887
62,14.631197
63,12.075148
64,2.4559674
65,5.89029
66,-1.1209404
67,-2.279843
68,5.0639195
69,12.171897
70,-3.7993739
71,7.499253
72,7.114664
73,0.44771072
74,8.223887
75,8.240264
76,0.8517873
77,7.1310415
78,6.1494074
79,7.2586308
80,0.8517873
81,29.151525
82,49.933178
83,96.230736
84,119.05708
85,475.54126
86,63.944313
87,1248.9792
88,272.45322
89,160.93259
90,2194.4653
91,594.75574
92,434.51596
93,2660.481
94,398.1105
95,402.09784
96,3377.7915
97,735.5705
98,728.7991
99,652.34454
100,679.06824
101,4096.9053
102,4466.6216
103,825.899
104,591.6709
105,547.129
106,3158.5652
107,605.8722
108,792.5849
109,4179.956
110,841.85974
111,684.087
112,2947.9333
113,588.6941
114,699.5822
115,541.86523
116,3043.822
117,2782.4746
118,462.67245
119,497.3309
120,363.05167
121,353.35153
122,1691.3647
123,899.68207
124,197.45467
125,182.22433
126,75.90366
127,61.837746
128,486.9945
129,38.519615
130,2.8808403
131,145.4565
132,28.44653
133,8.645805
134,3.3379793
135,7.472887
136,0.0036881352
137,9.543968
138,6.5439405
139,4.076231
140,15.370417
141,12.025078
142,18.20994
143,8.817817
144,-155.88484
145,-139.24695
146,-198.83073
147,-173.38306
148,-173.56032
149,-200.67107
150,-192.46364
151,-162.6084
152,-161.32191
153,52.488132
154,-110.98402
155,-137.67992
156,-129.02142
157,567.8616
158,-93.361275
159,23.609653
160,1276.7533
161,-47.650223
162,110.03751
163,2853.1392
164,365.1034
165,245.68948
166,3971.5608
167,179.82402
168,4369.9917
169,420.2345
170,489.7941
171,604.06604
172,5021.465
173,743.9756
174,872.4901
175,4724.9756
176,871.87585
177,884.4529
178,1068.2762
179,5279.3735
180,707.4027
181,940.22095
182,4479.5635
183,706.1045
184,3805.4006
185,779.29346
186,2370.8472
187,552.5039
188,282.86694
189,228.46886
190,275.64
191,1656.7722
192,811.9338
193,-70.03395
194,-155.92162
195,-81.43216
196,-74.06279
197,577.2336
198,229.53911
199,-111.41913
200,-106.63633
201,-173.75594
202,-174.22072
203,-94.03598
204,-189.85886
205,-177.88898
206,-202.3866
207,-213.39107
208,-191.98903
209,-205.86058
210,-207.17082
211,-191.89084
212,-202.82027
213,-202.82027
214,-207.17082
215,-191.89084
216,-2.3463974
217,-4.0129943
218,-3.3977356
219,-3.6447735
220,-4.9019103
221,-2.5355508
222,7.8622866
223,22.886341
224,13.166534
225,32.842873
226,34.24755
227,142.42192
228,90.69495
229,418.5439
230,103.03855
231,136.61853
232,1113.4224
233,187.81195
234,337.83554
235,2036.2688
236,295.05948
237,553.81647
238,3523.7537
239,521.36914
240,566.6696
241,565.7846
242,4322.2456
243,609.3157
244,717.312
245,4020.655
246,536.4194
247,432.66275
248,3533.292
249,3200.83
250,456.5348
251,406.1531
252,232.24767
253,423.32062
254,2309.587
255,2300.0884
256,567.7721
257,413.76163
258,309.1809
259,533.4241
260,2750.8503
261,336.0637
