id,prediction
0,5.1279817
1,4.8512006
2,2.1504855
3,2.8371334
4,5.587956
5,5.310034
6,4.912358
7,1.5647172
8,5.189139
9,21.229874
10,14.308537
11,29.413198
12,59.196575
13,53.48274
14,354.24432
15,891.98254
16,100.17672
17,131.31177
18,247.51555
19,205.2185
20,1693.258
21,2539.174
22,397.16968
23,360.3008
24,421.384
25,479.30414
26,2837.0835
27,3108.9934
28,458.35788
29,453.3365
30,471.7181
31,487.7416
32,3268.7305
33,499.32907
34,3181.8936
35,472.30997
36,2735.6113
37,365.5166
38,358.8113
39,2314.3918
40,325.67432
41,198.05804
42,409.39764
43,2610.4072
44,420.20105
45,266.16632
46,1669.6511
47,270.74326
48,223.49031
49,214.58456
50,1242.7607
51,125.48119
52,597.34534
53,124.14716
54,49.713104
55,292.74304
56,53.10119
57,13.240554
58,82.761826
59,5.095648
60,3.673527
61,3.9477613
62,6.667573
63,5.362592
64,2.682721
65,2.3681734
66,1.0908502
67,2.3785627
68,4.078138
69,2.233977
70,-1.3929743
71,-0.8506712
72,7.152938
73,1.4281602
74,7.7197785
75,6.1243334
76,2.6479924
77,5.557492
78,6.988116
79,7.5549555
80,3.5476682
81,26.522236
82,36.362446
83,54.12807
84,90.26555
85,500.16727
86,69.402985
87,1329.0803
88,208.88568
89,162.45746
90,1842.9255
91,245.77493
92,286.07803
93,2208.6855
94,348.5993
95,326.4208
96,3327.8086
97,511.6379
98,459.5461
99,620.30237
100,673.922
101,4179.692
102,4113.9233
103,697.49445
104,655.1125
105,794.1122
106,3817.9963
107,788.30817
108,751.0521
109,3656.6294
110,743.63367
111,507.6325
112,3231.1965
113,517.0857
114,478.50262
115,396.7021
116,3064.2493
117,2582.6807
118,380.26364
119,404.10135
120,258.97638
121,268.1971
122,1677.479
123,852.8924
124,163.05977
125,164.03622
126,64.53594
127,66.1908
128,473.75232
129,20.232862
130,5.11947
131,124.55085
132,5.4829774
133,1.2982936
134,-0.09040006
135,1.4543376
136,5.3301215
137,-0.64552236
138,3.1206532
139,0.6030252
140,0.13751145
141,5.9064507
142,9.003063
143,1.3665175
144,8.993876
145,10.848107
146,4.1058254
147,9.587695
148,11.441926
149,4.1058254
150,8.760743
151,23.508911
152,21.73868
153,285.92575
